GO name,C0,C0 Rank,C1,C2,C3,C4,C5,C6,C0,C1,C2,C3,C4,C5,C6
cGMP-dependent protein kinase activity,1,957,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
cGMP binding,1,958,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
protein O-linked mannosylation,1,959,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
dolichyl-phosphate-mannose-protein mannosyltransferase activity,1,960,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
mitotic cell cycle phase transition,1,961,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
phosphatidylserine decarboxylase activity,1,962,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
phosphatidylethanolamine biosynthetic process,1,963,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
condensin complex,1,964,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
U2 snRNA 3'-end processing,1,965,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
positive regulation of catalytic activity,1,966,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
vesicle tethering involved in exocytosis,1,967,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
transcription factor TFIIH holo complex,1,968,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
positive regulation of cyclin-dependent protein serine/threonine kinase activity,1,969,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
synaptic vesicle exocytosis,1,970,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
dense core granule exocytosis,1,971,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
dephosphorylation of RNA polymerase II C-terminal domain,1,972,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
RNA polymerase core enzyme binding,1,973,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
positive regulation of apoptotic process,1,974,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
selenotransferase activity,1,975,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
phosphoseryl-selenocysteinyl-tRNA selenium transferase activity,1,976,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
conversion of seryl-tRNAsec to selenocys-tRNAsec,1,977,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
calmodulin-dependent protein kinase activity,1,978,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
double-strand break repair via nonhomologous end joining,1,979,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
DNA-dependent protein kinase activity,1,980,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
5S rRNA binding,1,981,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
peptidyl-amino acid modification,1,982,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
peptidyl-aspartic acid hydroxylation,1,983,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
peptidyl-aspartic acid 3-dioxygenase activity,1,984,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
autophagy of mitochondrion,1,985,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
transcription factor TFIIF complex,1,986,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
spliceosomal tri-snRNP complex assembly,1,987,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
GDP-D-glucose phosphorylase activity,1,988,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
cis-regulatory region sequence-specific DNA binding,1,989,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
Golgi to plasma membrane protein transport,1,990,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
methionine-tRNA ligase activity,1,991,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
methionyl-tRNA aminoacylation,1,992,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
glutamate-ammonia ligase activity,1,993,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
glutamine biosynthetic process,1,994,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
brain development,1,995,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
pseudouridylate synthase activity,1,996,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
phosphate-containing compound metabolic process,1,997,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
tachykinin receptor signaling pathway,1,998,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
tachykinin receptor activity,1,999,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
UTP:glucose-1-phosphate uridylyltransferase activity,1,1000,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
UDP-glucose metabolic process,1,1001,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
protein-arginine N-methyltransferase activity,1,1002,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
peptidyl-arginine methylation,1,1003,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
general transcription initiation factor activity,1,1004,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
negative cofactor 2 complex,1,1005,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
endoribonuclease complex,0,1611,0,0,0,5,0,0,0,0,0,0,0.333778371,0,0
proteolysis involved in cellular protein catabolic process,0,1171,0,0,0,2,7,0,0,0,0,0,0.133511348,0.141129032,0
proteasome core complex,0,1172,0,0,0,2,7,0,0,0,0,0,0.133511348,0.141129032,0
GPI-anchor transamidase complex,0,1213,0,0,0,2,2,0,0,0,0,0,0.133511348,0.040322581,0
Ndc80 complex,0,1276,0,0,0,2,1,0,0,0,0,0,0.133511348,0.02016129,0
ribonuclease P activity,0,1277,0,0,0,2,1,0,0,0,0,0,0.133511348,0.02016129,0
tRNA 5'-leader removal,0,1278,0,0,0,2,1,0,0,0,0,0,0.133511348,0.02016129,0
regulation of actin filament polymerization,0,1279,0,0,0,2,1,0,0,0,0,0,0.133511348,0.02016129,0
angiotensin-activated signaling pathway,0,1613,0,0,0,2,0,0,0,0,0,0,0.133511348,0,0
glycine hydroxymethyltransferase activity,0,1614,0,0,0,2,0,0,0,0,0,0,0.133511348,0,0
glycine biosynthetic process from serine,0,1615,0,0,0,2,0,0,0,0,0,0,0.133511348,0,0
actin filament organization,0,1616,0,0,0,2,0,0,0,0,0,0,0.133511348,0,0
SCAR complex,0,1617,0,0,0,2,0,0,0,0,0,0,0.133511348,0,0
ribonuclease P complex,0,1618,0,0,0,2,0,0,0,0,0,0,0.133511348,0,0
ribonuclease P RNA binding,0,1619,0,0,0,2,0,0,0,0,0,0,0.133511348,0,0
intracellular cholesterol transport,0,1620,0,0,0,2,0,0,0,0,0,0,0.133511348,0,0
"proteasome core complex, alpha-subunit complex",0,1177,0,0,0,1,4,0,0,0,0,0,0.066755674,0.080645161,0
"proton-transporting ATP synthase activity, rotational mechanism",0,1214,0,0,0,1,2,0,0,0,0,0,0.066755674,0.040322581,0
"proton-transporting ATP synthase complex, catalytic core F(1)",0,1215,0,0,0,1,2,0,0,0,0,0,0.066755674,0.040322581,0
attachment of GPI anchor to protein,0,1216,0,0,0,1,2,0,0,0,0,0,0.066755674,0.040322581,0
heparan sulfate proteoglycan biosynthetic process,0,1217,0,0,0,1,2,0,0,0,0,0,0.066755674,0.040322581,0
succinate-CoA ligase (GDP-forming) activity,0,1284,0,0,0,1,1,0,0,0,0,0,0.066755674,0.02016129,0
5'-deoxynucleotidase activity,0,1285,0,0,0,1,1,0,0,0,0,0,0.066755674,0.02016129,0
acetylgalactosaminyltransferase activity,0,1286,0,0,0,1,1,0,0,0,0,0,0.066755674,0.02016129,0
mature ribosome assembly,0,1287,0,0,0,1,1,0,0,0,0,0,0.066755674,0.02016129,0
protein folding chaperone,0,1288,0,0,0,1,1,0,0,0,0,0,0.066755674,0.02016129,0
"oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor",0,1289,0,0,0,1,1,0,0,0,0,0,0.066755674,0.02016129,0
threonine-type endopeptidase activity,0,1290,0,0,0,1,1,0,0,0,0,0,0.066755674,0.02016129,0
mitochondrial respiratory chain complex III assembly,0,1291,0,0,0,1,1,0,0,0,0,0,0.066755674,0.02016129,0
purine ribonucleoside monophosphate biosynthetic process,0,1292,0,0,0,1,1,0,0,0,0,0,0.066755674,0.02016129,0
fumarate hydratase activity,0,1293,0,0,0,1,1,0,0,0,0,0,0.066755674,0.02016129,0
fumarate metabolic process,0,1294,0,0,0,1,1,0,0,0,0,0,0.066755674,0.02016129,0
tricarboxylic acid cycle enzyme complex,0,1295,0,0,0,1,1,0,0,0,0,0,0.066755674,0.02016129,0
mitochondrial large ribosomal subunit,0,1296,0,0,0,1,1,0,0,0,0,0,0.066755674,0.02016129,0
galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase activity,0,1631,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
protein maturation,0,1632,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
phosphatidylinositol-4-phosphate binding,0,1633,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
FANCM-MHF complex,0,1634,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
cytokine activity,0,1635,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
mannosyltransferase activity,0,1636,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
acetyl-CoA transport,0,1637,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
acetyl-CoA transmembrane transporter activity,0,1638,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
exon-exon junction complex disassembly,0,1639,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
polyamine biosynthetic process,0,1640,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
triose-phosphate isomerase activity,0,1641,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
tRNA thio-modification,0,1642,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
protein urmylation,0,1643,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
"GDP-Man:Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase activity",0,1644,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
"GDP-Man:Man1GlcNAc2-PP-Dol alpha-1,3-mannosyltransferase activity",0,1645,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
endocytic recycling,0,1646,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
EARP complex,0,1647,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
glycylpeptide N-tetradecanoyltransferase activity,0,1648,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
N-terminal protein myristoylation,0,1649,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
actin filament polymerization,0,1650,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
acetate-CoA ligase activity,0,1651,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
AMP binding,0,1652,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
acetyl-CoA biosynthetic process from acetate,0,1653,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
acid-thiol ligase activity,0,1654,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
CoA-ligase activity,0,1655,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
beta-galactosidase activity,0,1656,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
epsilon DNA polymerase complex,0,1657,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
hexosaminidase activity,0,1658,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
peptide-methionine (R)-S-oxide reductase activity,0,1659,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
protein repair,0,1660,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
N-acetylglucosamine-6-phosphate deacetylase activity,0,1661,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
N-acetylgalactosamine-6-phosphate deacetylase activity,0,1662,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
amino sugar metabolic process,0,1663,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
P-type transmembrane transporter activity,0,1664,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
mitochondrial nucleoid,0,1665,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
deaminase activity,0,1666,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
cytoplasmic vesicle lumen,0,1667,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
adenosine deaminase activity,0,1668,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
2'-deoxyadenosine deaminase activity,0,1669,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
polynucleotide 5'-phosphatase activity,0,1670,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
mRNA guanylyltransferase activity,0,1671,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
"tRNA 3'-trailer cleavage, endonucleolytic",0,1672,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
3'-tRNA processing endoribonuclease activity,0,1673,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
holo-[acyl-carrier-protein] synthase activity,0,1674,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
L-lysine catabolic process to acetyl-CoA via saccharopine,0,1675,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
dihydrolipoyllysine-residue succinyltransferase activity,0,1676,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
oxoglutarate dehydrogenase complex,0,1677,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
aminoacyl-tRNA hydrolase activity,0,1678,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
holocytochrome-c synthase activity,0,1679,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
mRNA polyadenylation,0,1680,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
mRNA cleavage factor complex,0,1681,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
DNA primase activity,0,1682,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
"DNA replication, synthesis of RNA primer",0,1683,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
L27 domain binding,0,1684,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
basolateral plasma membrane,0,1685,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
MPP7-DLG1-LIN7 complex,0,1686,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
CAAX-box protein processing,0,1687,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
CAAX-box protein maturation,0,1688,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
endopeptidase activity,0,1689,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
protein xylosyltransferase activity,0,1690,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
proteoglycan biosynthetic process,0,1691,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
chondroitin sulfate biosynthetic process,0,1692,0,0,0,1,0,0,0,0,0,0,0.066755674,0,0
fatty acid biosynthetic process,0,1176,0,0,0,0,5,0,0,0,0,0,0,0.100806452,0
"proton-transporting ATP synthase complex, coupling factor F(o)",0,1183,0,0,0,0,4,0,0,0,0,0,0,0.080645161,0
nucleoside monophosphate phosphorylation,0,1184,0,0,0,0,4,0,0,0,0,0,0,0.080645161,0
phenylalanine-tRNA ligase activity,0,1185,0,0,0,0,4,0,0,0,0,0,0,0.080645161,0
phenylalanyl-tRNA aminoacylation,0,1186,0,0,0,0,4,0,0,0,0,0,0,0.080645161,0
protein disulfide isomerase activity,0,1187,0,0,0,0,4,0,0,0,0,0,0,0.080645161,0
molybdate ion transport,0,1188,0,0,0,0,4,0,0,0,0,0,0,0.080645161,0
molybdate ion transmembrane transporter activity,0,1189,0,0,0,0,4,0,0,0,0,0,0,0.080645161,0
very-long-chain 3-ketoacyl-CoA synthase activity,0,1190,0,0,0,0,4,0,0,0,0,0,0,0.080645161,0
fatty acid elongase activity,0,1191,0,0,0,0,4,0,0,0,0,0,0,0.080645161,0
cellular lipid metabolic process,0,1192,0,0,0,0,4,0,0,0,0,0,0,0.080645161,0
lipid biosynthetic process,0,1193,0,0,0,0,4,0,0,0,0,0,0,0.080645161,0
RNA 7-methylguanosine cap binding,0,1201,0,0,0,0,3,0,0,0,0,0,0,0.060483871,0
Sm-like protein family complex,0,1202,0,0,0,0,3,0,0,0,0,0,0,0.060483871,0
ATP biosynthetic process,0,1203,0,0,0,0,3,0,0,0,0,0,0,0.060483871,0
pyrimidine-containing compound biosynthetic process,0,1204,0,0,0,0,3,0,0,0,0,0,0,0.060483871,0
nucleotide catabolic process,0,1205,0,0,0,0,3,0,0,0,0,0,0,0.060483871,0
cytosolic ribosome,0,1206,0,0,0,0,3,0,0,0,0,0,0,0.060483871,0
mitochondrial respiratory chain complex IV,0,1207,0,0,0,0,3,0,0,0,0,0,0,0.060483871,0
"mitochondrial electron transport, cytochrome c to oxygen",0,1208,0,0,0,0,3,0,0,0,0,0,0,0.060483871,0
oligosaccharyltransferase complex,0,1209,0,0,0,0,3,0,0,0,0,0,0,0.060483871,0
protein N-linked glycosylation,0,1210,0,0,0,0,3,0,0,0,0,0,0,0.060483871,0
actin filament depolymerization,0,1236,0,0,0,0,2,0,0,0,0,0,0,0.040322581,0
polyubiquitin modification-dependent protein binding,0,1237,0,0,0,0,2,0,0,0,0,0,0,0.040322581,0
response to ionizing radiation,0,1238,0,0,0,0,2,0,0,0,0,0,0,0.040322581,0
positive regulation of DNA repair,0,1239,0,0,0,0,2,0,0,0,0,0,0,0.040322581,0
BRISC complex,0,1240,0,0,0,0,2,0,0,0,0,0,0,0.040322581,0
BRCA1-A complex,0,1241,0,0,0,0,2,0,0,0,0,0,0,0.040322581,0
mitotic G2 DNA damage checkpoint signaling,0,1242,0,0,0,0,2,0,0,0,0,0,0,0.040322581,0
GMP biosynthetic process,0,1243,0,0,0,0,2,0,0,0,0,0,0,0.040322581,0
GMP synthase (glutamine-hydrolyzing) activity,0,1244,0,0,0,0,2,0,0,0,0,0,0,0.040322581,0
GMP metabolic process,0,1245,0,0,0,0,2,0,0,0,0,0,0,0.040322581,0
GMP synthase activity,0,1246,0,0,0,0,2,0,0,0,0,0,0,0.040322581,0
sodium channel activity,0,1247,0,0,0,0,2,0,0,0,0,0,0,0.040322581,0
glutaminyl-peptide cyclotransferase activity,0,1248,0,0,0,0,2,0,0,0,0,0,0,0.040322581,0
positive regulation of translational termination,0,1249,0,0,0,0,2,0,0,0,0,0,0,0.040322581,0
positive regulation of translational elongation,0,1250,0,0,0,0,2,0,0,0,0,0,0,0.040322581,0
chaperonin-containing T-complex,0,1251,0,0,0,0,2,0,0,0,0,0,0,0.040322581,0
rRNA (adenine-N6-)-methyltransferase activity,0,1252,0,0,0,0,2,0,0,0,0,0,0,0.040322581,0
nucleoside-triphosphatase activity,0,1253,0,0,0,0,2,0,0,0,0,0,0,0.040322581,0
ornithine decarboxylase inhibitor activity,0,1254,0,0,0,0,2,0,0,0,0,0,0,0.040322581,0
protein autoprocessing,0,1255,0,0,0,0,2,0,0,0,0,0,0,0.040322581,0
uridylate kinase activity,0,1256,0,0,0,0,2,0,0,0,0,0,0,0.040322581,0
cytidylate kinase activity,0,1257,0,0,0,0,2,0,0,0,0,0,0,0.040322581,0
nucleobase-containing compound kinase activity,0,1258,0,0,0,0,2,0,0,0,0,0,0,0.040322581,0
ATP metabolic process,0,1259,0,0,0,0,2,0,0,0,0,0,0,0.040322581,0
tryptophan-tRNA ligase activity,0,1260,0,0,0,0,2,0,0,0,0,0,0,0.040322581,0
tryptophanyl-tRNA aminoacylation,0,1261,0,0,0,0,2,0,0,0,0,0,0,0.040322581,0
uridine phosphorylase activity,0,1262,0,0,0,0,2,0,0,0,0,0,0,0.040322581,0
U2 snRNP,0,1263,0,0,0,0,2,0,0,0,0,0,0,0.040322581,0
signal peptide processing,0,1264,0,0,0,0,2,0,0,0,0,0,0,0.040322581,0
"oxidoreductase activity, acting on NAD(P)H",0,1265,0,0,0,0,2,0,0,0,0,0,0,0.040322581,0
DNA replication initiation,0,1266,0,0,0,0,2,0,0,0,0,0,0,0.040322581,0
MCM complex,0,1267,0,0,0,0,2,0,0,0,0,0,0,0.040322581,0
G protein activity,0,1268,0,0,0,0,2,0,0,0,0,0,0,0.040322581,0
positive regulation of cellular component organization,0,1269,0,0,0,0,2,0,0,0,0,0,0,0.040322581,0
peptidyl-lysine modification to peptidyl-hypusine,0,1350,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
3-beta-hydroxy-delta5-steroid dehydrogenase activity,0,1351,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
actin cytoskeleton reorganization,0,1352,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
RNA polymerase complex,0,1353,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
"cytochrome-b5 reductase activity, acting on NAD(P)H",0,1354,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
cellular aldehyde metabolic process,0,1355,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
thymidylate kinase activity,0,1356,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
dTDP biosynthetic process,0,1357,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
orotidine-5'-phosphate decarboxylase activity,0,1358,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
orotate phosphoribosyltransferase activity,0,1359,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
pyridoxal kinase activity,0,1360,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
pyridoxal 5'-phosphate salvage,0,1361,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
vitamin B6 metabolic process,0,1362,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
cytoskeleton-dependent cytokinesis,0,1363,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
protein N-linked glycosylation via asparagine,0,1364,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
phosphogluconate dehydrogenase (decarboxylating) activity,0,1365,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
D-gluconate metabolic process,0,1366,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
segment polarity determination,0,1367,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
morphogen activity,0,1368,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
cell-cell signaling,0,1369,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
intein-mediated protein splicing,0,1370,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
system development,0,1371,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
diphosphomevalonate decarboxylase activity,0,1372,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
nutrient reservoir activity,0,1373,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
nucleotidase activity,0,1374,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
mitotic DNA replication initiation,0,1375,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
glutathione binding,0,1376,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
glutathione synthase activity,0,1377,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
dolichol biosynthetic process,0,1378,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
dehydrodolichyl diphosphate synthase complex,0,1379,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
transmembrane receptor protein serine/threonine kinase activity,0,1380,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
transmembrane receptor protein serine/threonine kinase signaling pathway,0,1381,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
DNA-7-methylguanine glycosylase activity,0,1382,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
DNA-3-methylguanine glycosylase activity,0,1383,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
DNA-7-methyladenine glycosylase activity,0,1384,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
alkylbase DNA N-glycosylase activity,0,1385,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
DNA-3-methyladenine glycosylase activity,0,1386,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
acyl-coenzyme A diphosphatase activity,0,1387,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
animal organ morphogenesis,0,1388,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
morphogenesis of an epithelium,0,1389,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
ribosome assembly,0,1390,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
histone binding,0,1391,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
regulation of JNK cascade,0,1392,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
adenyl ribonucleotide binding,0,1393,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
alanine-tRNA ligase activity,0,1394,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
alanyl-tRNA aminoacylation,0,1395,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
macroautophagy,0,1396,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
DRM complex,0,1397,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
nuclear inner membrane,0,1398,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
nuclear outer membrane,0,1399,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
Las1 complex,0,1400,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
coenzyme A biosynthetic process,0,1401,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
pantothenate kinase activity,0,1402,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
phagocytic vesicle membrane,0,1403,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
acetyl-CoA hydrolase activity,0,1404,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
acetate metabolic process,0,1405,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
acetate CoA-transferase activity,0,1406,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
CoA-transferase activity,0,1407,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
nucleoside diphosphate kinase activity,0,1408,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
UTP biosynthetic process,0,1409,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
GTP biosynthetic process,0,1410,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
nucleoside diphosphate phosphorylation,0,1411,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
circadian regulation of gene expression,0,1412,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
cell redox homeostasis,0,1413,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
thioredoxin-disulfide reductase activity,0,1414,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
cystathionine beta-synthase activity,0,1415,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
cysteine biosynthetic process via cystathionine,0,1416,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
endoplasmic reticulum calcium ion homeostasis,0,1417,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
attachment of mitotic spindle microtubules to kinetochore,0,1418,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
nuclear receptor coactivator activity,0,1419,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
Swi5-Sfr1 complex,0,1420,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
"GDP-Man:Man3GlcNAc2-PP-Dol alpha-1,2-mannosyltransferase activity",0,1421,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
cis-Golgi network,0,1422,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
proteasome regulatory particle,0,1423,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
protein maturation by iron-sulfur cluster transfer,0,1424,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
sex differentiation,0,1425,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
histone methyltransferase activity (H3-K36 specific),0,1426,0,0,0,0,1,0,0,0,0,0,0,0.02016129,0
